market_date_sec,tradingDay,time,product,symbol,open,high,low,close,last,volume,oi,askPrice1,bidPrice1,askVolume1,bidVolume1,limitUp,limitDown,factor,UTC
2022-05-19 22:12:50,2022-05-20,2022-05-19 22:12:50.502,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.5,9610,29197,3362.0,3360.5,1,2,3834.0,2834.0,1.0,2022-05-19 09:12:50
2022-05-19 22:12:51,2022-05-20,2022-05-19 22:12:51.068,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9611,29197,3362.0,3360.5,1,1,3834.0,2834.0,1.0,2022-05-19 09:12:51
2022-05-19 22:12:52,2022-05-20,2022-05-19 22:12:52.966,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9612,29197,3362.0,3360.5,1,3,3834.0,2834.0,1.0,2022-05-19 09:12:52
2022-05-19 22:12:53,2022-05-20,2022-05-19 22:12:53.731,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9612,29197,3362.0,3360.5,1,4,3834.0,2834.0,1.0,2022-05-19 09:12:53
2022-05-19 22:12:54,2022-05-20,2022-05-19 22:12:54.965,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9612,29197,3361.5,3360.5,1,5,3834.0,2834.0,1.0,2022-05-19 09:12:54
2022-05-19 22:12:55,2022-05-20,2022-05-19 22:12:55.924,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9612,29197,3362.0,3361.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:12:55
2022-05-19 22:12:56,2022-05-20,2022-05-19 22:12:56.246,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9612,29197,3362.0,3361.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:12:56
2022-05-19 22:12:58,2022-05-20,2022-05-19 22:12:58.414,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9614,29195,3361.0,3360.5,3,3,3834.0,2834.0,1.0,2022-05-19 09:12:58
2022-05-19 22:12:59,2022-05-20,2022-05-19 22:12:59.004,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9615,29194,3361.0,3360.5,3,2,3834.0,2834.0,1.0,2022-05-19 09:12:59
2022-05-19 22:13:00,2022-05-20,2022-05-19 22:13:00.657,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.5,9633,29205,3359.5,3359.0,10,1,3834.0,2834.0,1.0,2022-05-19 09:13:00
2022-05-19 22:13:01,2022-05-20,2022-05-19 22:13:01.444,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3356.5,9639,29204,3357.0,3356.0,1,3,3834.0,2834.0,1.0,2022-05-19 09:13:01
2022-05-19 22:13:02,2022-05-20,2022-05-19 22:13:02.954,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3357.0,9640,29204,3358.5,3357.0,1,2,3834.0,2834.0,1.0,2022-05-19 09:13:02
2022-05-19 22:13:03,2022-05-20,2022-05-19 22:13:03.606,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3357.0,9640,29204,3358.5,3357.5,1,1,3834.0,2834.0,1.0,2022-05-19 09:13:03
2022-05-19 22:13:05,2022-05-20,2022-05-19 22:13:05.919,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9643,29204,3359.5,3359.0,3,1,3834.0,2834.0,1.0,2022-05-19 09:13:05
2022-05-19 22:13:06,2022-05-20,2022-05-19 22:13:06.931,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.5,9646,29202,3361.0,3359.5,4,2,3834.0,2834.0,1.0,2022-05-19 09:13:06
2022-05-19 22:13:07,2022-05-20,2022-05-19 22:13:07.610,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.5,9646,29202,3361.0,3360.0,4,1,3834.0,2834.0,1.0,2022-05-19 09:13:07
2022-05-19 22:13:08,2022-05-20,2022-05-19 22:13:08.430,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.5,9646,29202,3361.0,3359.5,4,2,3834.0,2834.0,1.0,2022-05-19 09:13:08
2022-05-19 22:13:12,2022-05-20,2022-05-19 22:13:12.423,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9647,29201,3360.5,3359.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:13:12
2022-05-19 22:13:13,2022-05-20,2022-05-19 22:13:13.435,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9647,29201,3360.0,3359.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:13:13
2022-05-19 22:13:14,2022-05-20,2022-05-19 22:13:14.420,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9649,29201,3361.0,3359.0,3,1,3834.0,2834.0,1.0,2022-05-19 09:13:14
2022-05-19 22:13:15,2022-05-20,2022-05-19 22:13:15.356,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.5,9649,29201,3360.0,3359.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:13:15
2022-05-19 22:13:20,2022-05-20,2022-05-19 22:13:20.932,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.0,9650,29200,3361.0,3360.0,3,4,3834.0,2834.0,1.0,2022-05-19 09:13:20
2022-05-19 22:13:21,2022-05-20,2022-05-19 22:13:21.172,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.0,9650,29200,3361.0,3360.0,3,3,3834.0,2834.0,1.0,2022-05-19 09:13:21
2022-05-19 22:13:22,2022-05-20,2022-05-19 22:13:22.582,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.0,9650,29200,3361.0,3359.0,4,2,3834.0,2834.0,1.0,2022-05-19 09:13:22
2022-05-19 22:13:26,2022-05-20,2022-05-19 22:13:26.652,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9651,29200,3361.0,3359.5,3,1,3834.0,2834.0,1.0,2022-05-19 09:13:26
2022-05-19 22:13:27,2022-05-20,2022-05-19 22:13:27.652,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9651,29200,3361.0,3359.0,3,2,3834.0,2834.0,1.0,2022-05-19 09:13:27
2022-05-19 22:13:28,2022-05-20,2022-05-19 22:13:28.900,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9653,29200,3361.0,3360.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:28
2022-05-19 22:13:35,2022-05-20,2022-05-19 22:13:35.452,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.0,9657,29199,3360.0,3359.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:35
2022-05-19 22:13:36,2022-05-20,2022-05-19 22:13:36.917,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3359.5,3357.5,1,1,3834.0,2834.0,1.0,2022-05-19 09:13:36
2022-05-19 22:13:37,2022-05-20,2022-05-19 22:13:37.418,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3359.5,3357.5,1,1,3834.0,2834.0,1.0,2022-05-19 09:13:37
2022-05-19 22:13:38,2022-05-20,2022-05-19 22:13:38.914,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:38
2022-05-19 22:13:39,2022-05-20,2022-05-19 22:13:39.915,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:39
2022-05-19 22:13:40,2022-05-20,2022-05-19 22:13:40.914,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:40
2022-05-19 22:13:41,2022-05-20,2022-05-19 22:13:41.919,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:41
2022-05-19 22:13:42,2022-05-20,2022-05-19 22:13:42.914,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,3,3834.0,2834.0,1.0,2022-05-19 09:13:42
2022-05-19 22:13:43,2022-05-20,2022-05-19 22:13:43.414,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,3,3834.0,2834.0,1.0,2022-05-19 09:13:43
2022-05-19 22:13:45,2022-05-20,2022-05-19 22:13:45.923,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,3,3834.0,2834.0,1.0,2022-05-19 09:13:45
2022-05-19 22:13:46,2022-05-20,2022-05-19 22:13:46.406,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,3,3834.0,2834.0,1.0,2022-05-19 09:13:46
2022-05-19 22:13:50,2022-05-20,2022-05-19 22:13:50.922,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3357.5,2,3,3834.0,2834.0,1.0,2022-05-19 09:13:50
2022-05-19 22:13:51,2022-05-20,2022-05-19 22:13:51.746,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3359.5,3357.5,1,4,3834.0,2834.0,1.0,2022-05-19 09:13:51
2022-05-19 22:13:52,2022-05-20,2022-05-19 22:13:52.889,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3358.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:52
2022-05-19 22:13:53,2022-05-20,2022-05-19 22:13:53.641,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3358.0,2,2,3834.0,2834.0,1.0,2022-05-19 09:13:53
2022-05-19 22:13:54,2022-05-20,2022-05-19 22:13:54.423,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9658,29200,3360.0,3358.5,2,1,3834.0,2834.0,1.0,2022-05-19 09:13:54
2022-05-19 22:13:56,2022-05-20,2022-05-19 22:13:56.996,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.0,9660,29202,3361.0,3358.5,4,1,3834.0,2834.0,1.0,2022-05-19 09:13:56
2022-05-19 22:13:58,2022-05-20,2022-05-19 22:13:58.922,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.0,9660,29202,3361.0,3359.0,4,3,3834.0,2834.0,1.0,2022-05-19 09:13:58
2022-05-19 22:13:59,2022-05-20,2022-05-19 22:13:59.630,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3360.0,9660,29202,3361.0,3359.0,4,3,3834.0,2834.0,1.0,2022-05-19 09:13:59
2022-05-19 22:14:00,2022-05-20,2022-05-19 22:14:00.971,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9662,29203,3361.0,3359.0,2,5,3834.0,2834.0,1.0,2022-05-19 09:14:00
2022-05-19 22:14:01,2022-05-20,2022-05-19 22:14:01.871,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9663,29204,3361.0,3359.0,1,5,3834.0,2834.0,1.0,2022-05-19 09:14:01
2022-05-19 22:14:03,2022-05-20,2022-05-19 22:14:03.513,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9664,29205,3361.5,3359.0,2,5,3834.0,2834.0,1.0,2022-05-19 09:14:03
2022-05-19 22:14:04,2022-05-20,2022-05-19 22:14:04.614,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9666,29205,3361.5,3361.0,2,6,3834.0,2834.0,1.0,2022-05-19 09:14:04
2022-05-19 22:14:07,2022-05-20,2022-05-19 22:14:07.921,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.5,9668,29205,3362.0,3361.0,2,6,3834.0,2834.0,1.0,2022-05-19 09:14:07
2022-05-19 22:14:08,2022-05-20,2022-05-19 22:14:08.760,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9669,29205,3362.0,3361.0,1,6,3834.0,2834.0,1.0,2022-05-19 09:14:08
2022-05-19 22:14:10,2022-05-20,2022-05-19 22:14:10.498,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9670,29205,3362.0,3361.0,1,5,3834.0,2834.0,1.0,2022-05-19 09:14:10
2022-05-19 22:14:18,2022-05-20,2022-05-19 22:14:18.077,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9670,29205,3362.0,3361.0,1,4,3834.0,2834.0,1.0,2022-05-19 09:14:18
2022-05-19 22:14:21,2022-05-20,2022-05-19 22:14:21.653,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9670,29205,3362.0,3361.0,2,4,3834.0,2834.0,1.0,2022-05-19 09:14:21
2022-05-19 22:14:23,2022-05-20,2022-05-19 22:14:23.750,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.0,9671,29205,3362.0,3361.0,3,4,3834.0,2834.0,1.0,2022-05-19 09:14:23
2022-05-19 22:14:24,2022-05-20,2022-05-19 22:14:24.918,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9674,29208,3362.5,3362.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:14:24
2022-05-19 22:14:26,2022-05-20,2022-05-19 22:14:26.421,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9674,29208,3363.0,3362.0,1,4,3834.0,2834.0,1.0,2022-05-19 09:14:26
2022-05-19 22:14:27,2022-05-20,2022-05-19 22:14:27.614,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9675,29209,3363.0,3362.0,1,3,3834.0,2834.0,1.0,2022-05-19 09:14:27
2022-05-19 22:14:28,2022-05-20,2022-05-19 22:14:28.079,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9676,29209,3363.5,3363.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:14:28
2022-05-19 22:14:29,2022-05-20,2022-05-19 22:14:29.673,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9677,29209,3363.5,3362.0,2,3,3834.0,2834.0,1.0,2022-05-19 09:14:29
2022-05-19 22:14:30,2022-05-20,2022-05-19 22:14:30.172,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.5,9678,29209,3363.5,3362.0,1,3,3834.0,2834.0,1.0,2022-05-19 09:14:30
2022-05-19 22:14:31,2022-05-20,2022-05-19 22:14:31.094,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.5,9678,29209,3362.5,3362.0,1,3,3834.0,2834.0,1.0,2022-05-19 09:14:31
2022-05-19 22:14:33,2022-05-20,2022-05-19 22:14:33.924,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9680,29209,3362.5,3362.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:14:33
2022-05-19 22:14:34,2022-05-20,2022-05-19 22:14:34.922,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9681,29209,3362.0,3360.0,5,2,3834.0,2834.0,1.0,2022-05-19 09:14:34
2022-05-19 22:14:35,2022-05-20,2022-05-19 22:14:35.429,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9681,29209,3361.5,3360.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:14:35
2022-05-19 22:14:36,2022-05-20,2022-05-19 22:14:36.924,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9682,29209,3361.5,3359.0,1,2,3834.0,2834.0,1.0,2022-05-19 09:14:36
2022-05-19 22:14:38,2022-05-20,2022-05-19 22:14:38.923,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9682,29209,3361.0,3359.0,1,2,3834.0,2834.0,1.0,2022-05-19 09:14:38
2022-05-19 22:14:40,2022-05-20,2022-05-19 22:14:40.902,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3358.5,9689,29209,3359.0,3358.5,2,1,3834.0,2834.0,1.0,2022-05-19 09:14:40
2022-05-19 22:14:43,2022-05-20,2022-05-19 22:14:43.669,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9691,29209,3360.0,3359.0,1,2,3834.0,2834.0,1.0,2022-05-19 09:14:43
2022-05-19 22:14:44,2022-05-20,2022-05-19 22:14:44.922,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9691,29209,3362.0,3360.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:14:44
2022-05-19 22:14:45,2022-05-20,2022-05-19 22:14:45.656,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3359.0,9691,29209,3362.0,3360.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:14:45
2022-05-19 22:14:46,2022-05-20,2022-05-19 22:14:46.924,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9696,29209,3363.5,3362.0,1,5,3834.0,2834.0,1.0,2022-05-19 09:14:46
2022-05-19 22:14:47,2022-05-20,2022-05-19 22:14:47.421,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9696,29209,3363.5,3362.5,1,1,3834.0,2834.0,1.0,2022-05-19 09:14:47
2022-05-19 22:14:49,2022-05-20,2022-05-19 22:14:49.619,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9698,29209,3363.0,3362.0,1,4,3834.0,2834.0,1.0,2022-05-19 09:14:49
2022-05-19 22:14:50,2022-05-20,2022-05-19 22:14:50.672,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9698,29209,3363.0,3361.5,2,49,3834.0,2834.0,1.0,2022-05-19 09:14:50
2022-05-19 22:14:55,2022-05-20,2022-05-19 22:14:55.405,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.5,9699,29209,3362.5,3361.5,1,48,3834.0,2834.0,1.0,2022-05-19 09:14:55
2022-05-19 22:14:56,2022-05-20,2022-05-19 22:14:56.653,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.5,9699,29209,3362.5,3361.5,1,48,3834.0,2834.0,1.0,2022-05-19 09:14:56
2022-05-19 22:14:57,2022-05-20,2022-05-19 22:14:57.154,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3361.5,9699,29209,3362.5,3361.5,1,48,3834.0,2834.0,1.0,2022-05-19 09:14:57
2022-05-19 22:14:58,2022-05-20,2022-05-19 22:14:58.576,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.5,9700,29210,3363.0,3361.5,2,48,3834.0,2834.0,1.0,2022-05-19 09:14:58
2022-05-19 22:15:02,2022-05-20,2022-05-19 22:15:02.927,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9701,29209,3363.5,3363.0,1,6,3834.0,2834.0,1.0,2022-05-19 09:15:02
2022-05-19 22:15:03,2022-05-20,2022-05-19 22:15:03.993,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9707,29206,3365.0,3363.5,9,3,3834.0,2834.0,1.0,2022-05-19 09:15:03
2022-05-19 22:15:04,2022-05-20,2022-05-19 22:15:04.443,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.5,9708,29207,3365.0,3363.5,9,2,3834.0,2834.0,1.0,2022-05-19 09:15:04
2022-05-19 22:15:05,2022-05-20,2022-05-19 22:15:05.877,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9711,29208,3365.0,3363.5,8,2,3834.0,2834.0,1.0,2022-05-19 09:15:05
2022-05-19 22:15:06,2022-05-20,2022-05-19 22:15:06.873,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9713,29207,3365.0,3364.0,7,1,3834.0,2834.0,1.0,2022-05-19 09:15:06
2022-05-19 22:15:07,2022-05-20,2022-05-19 22:15:07.621,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9713,29207,3364.5,3364.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:15:07
2022-05-19 22:15:08,2022-05-20,2022-05-19 22:15:08.992,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9720,29200,3365.0,3364.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:15:08
2022-05-19 22:15:09,2022-05-20,2022-05-19 22:15:09.764,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9721,29200,3365.0,3363.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:15:09
2022-05-19 22:15:10,2022-05-20,2022-05-19 22:15:10.925,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9721,29200,3365.0,3363.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:15:10
2022-05-19 22:15:11,2022-05-20,2022-05-19 22:15:11.250,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9721,29200,3365.0,3363.5,2,1,3834.0,2834.0,1.0,2022-05-19 09:15:11
2022-05-19 22:15:12,2022-05-20,2022-05-19 22:15:12.461,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9721,29200,3365.0,3363.5,4,1,3834.0,2834.0,1.0,2022-05-19 09:15:12
2022-05-19 22:15:13,2022-05-20,2022-05-19 22:15:13.622,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9723,29200,3365.0,3363.5,3,1,3834.0,2834.0,1.0,2022-05-19 09:15:13
2022-05-19 22:15:14,2022-05-20,2022-05-19 22:15:14.393,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9723,29200,3365.0,3363.0,3,1,3834.0,2834.0,1.0,2022-05-19 09:15:14
2022-05-19 22:15:15,2022-05-20,2022-05-19 22:15:15.193,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9723,29200,3365.0,3363.5,3,1,3834.0,2834.0,1.0,2022-05-19 09:15:15
2022-05-19 22:15:16,2022-05-20,2022-05-19 22:15:16.676,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9723,29200,3365.0,3363.5,8,1,3834.0,2834.0,1.0,2022-05-19 09:15:16
2022-05-19 22:15:17,2022-05-20,2022-05-19 22:15:17.955,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9726,29201,3365.0,3363.5,5,1,3834.0,2834.0,1.0,2022-05-19 09:15:17
2022-05-19 22:15:18,2022-05-20,2022-05-19 22:15:18.429,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9727,29201,3365.0,3363.5,4,1,3834.0,2834.0,1.0,2022-05-19 09:15:18
2022-05-19 22:15:19,2022-05-20,2022-05-19 22:15:19.412,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9727,29201,3365.0,3363.5,5,1,3834.0,2834.0,1.0,2022-05-19 09:15:19
2022-05-19 22:15:20,2022-05-20,2022-05-19 22:15:20.945,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9731,29200,3365.0,3363.5,6,5,3834.0,2834.0,1.0,2022-05-19 09:15:20
2022-05-19 22:15:22,2022-05-20,2022-05-19 22:15:22.920,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9731,29200,3365.0,3363.5,6,2,3834.0,2834.0,1.0,2022-05-19 09:15:22
2022-05-19 22:15:23,2022-05-20,2022-05-19 22:15:23.920,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9741,29193,3366.0,3365.0,13,7,3834.0,2834.0,1.0,2022-05-19 09:15:23
2022-05-19 22:15:24,2022-05-20,2022-05-19 22:15:24.926,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9745,29195,3365.5,3365.0,1,5,3834.0,2834.0,1.0,2022-05-19 09:15:24
2022-05-19 22:15:25,2022-05-20,2022-05-19 22:15:25.498,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3365.0,9750,29196,3364.5,3363.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:15:25
2022-05-19 22:15:28,2022-05-20,2022-05-19 22:15:28.430,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9760,29193,3365.0,3362.5,5,6,3834.0,2834.0,1.0,2022-05-19 09:15:28
2022-05-19 22:15:29,2022-05-20,2022-05-19 22:15:29.922,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9760,29193,3364.5,3362.5,3,1,3834.0,2834.0,1.0,2022-05-19 09:15:29
2022-05-19 22:15:31,2022-05-20,2022-05-19 22:15:31.592,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.5,9762,29195,3364.5,3362.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:15:31
2022-05-19 22:15:32,2022-05-20,2022-05-19 22:15:32.900,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9763,29196,3363.5,3362.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:15:32
2022-05-19 22:15:33,2022-05-20,2022-05-19 22:15:33.453,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3364.0,9763,29196,3363.0,3362.0,1,1,3834.0,2834.0,1.0,2022-05-19 09:15:33
2022-05-19 22:15:34,2022-05-20,2022-05-19 22:15:34.503,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.5,9766,29197,3362.5,3361.5,1,48,3834.0,2834.0,1.0,2022-05-19 09:15:34
2022-05-19 22:15:35,2022-05-20,2022-05-19 22:15:35.631,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.5,9766,29197,3363.0,3361.5,1,48,3834.0,2834.0,1.0,2022-05-19 09:15:35
2022-05-19 22:15:36,2022-05-20,2022-05-19 22:15:36.901,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9768,29197,3364.5,3363.0,2,1,3834.0,2834.0,1.0,2022-05-19 09:15:36
2022-05-19 22:15:42,2022-05-20,2022-05-19 22:15:42.631,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9769,29196,3364.5,3362.5,2,4,3834.0,2834.0,1.0,2022-05-19 09:15:42
2022-05-19 22:15:44,2022-05-20,2022-05-19 22:15:44.891,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3363.0,9770,29195,3363.0,3362.5,1,4,3834.0,2834.0,1.0,2022-05-19 09:15:44
2022-05-19 22:15:45,2022-05-20,2022-05-19 22:15:45.501,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.5,9771,29195,3363.0,3362.5,1,3,3834.0,2834.0,1.0,2022-05-19 09:15:45
2022-05-19 22:15:46,2022-05-20,2022-05-19 22:15:46.873,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.5,9771,29195,3363.0,3362.5,1,1,3834.0,2834.0,1.0,2022-05-19 09:15:46
2022-05-19 22:15:48,2022-05-20,2022-05-19 22:15:48.330,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.5,9772,29195,3363.0,3362.0,1,2,3834.0,2834.0,1.0,2022-05-19 09:15:48
2022-05-19 22:15:55,2022-05-20,2022-05-19 22:15:55.324,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.5,9772,29195,3363.0,3362.0,1,3,3834.0,2834.0,1.0,2022-05-19 09:15:55
2022-05-19 22:15:57,2022-05-20,2022-05-19 22:15:57.914,J,Fut0_J2209,3334.0,3373.0,3315.5,0.0,3362.0,9775,29196,3363.0,3361.5,2,48,3834.0,2834.0,1.0,2022-05-19 09:15:57
